clip_name,class
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_00_clip11.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_00_clip12.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_00_clip13.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_00_clip14.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_00_clip15.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_00_clip16.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_00_clip17.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_00_clip26.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip8.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip10.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip18.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip19.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip20.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip21.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip22.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip23.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip24.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip25.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip27.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip28.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip29.wav",Non Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip30.wav",Violent
"Bodycam Footage From Police Shootout in Roanoke, Virginia [TYbBgCUgZmU]_SPEAKER_01_clip31.wav",Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip2.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip8.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip9.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip12.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip14.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip16.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip38.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip40.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_00_clip41.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip1.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip3.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip4.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip5.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip6.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip7.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip10.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip11.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip13.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip15.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip17.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip18.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip19.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip20.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip21.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip22.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip23.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip24.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip34.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_01_clip35.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_02_clip36.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_02_clip37.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_02_clip39.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_02_clip42.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip25.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip26.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip27.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip28.wav,Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip29.wav,Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip30.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip31.wav,Non Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip32.wav,Violent
Bodycam Footage Of Arizona Officer Shooting Wheelchair Shoplifting Suspect [rngerMY-WS8]_SPEAKER_03_clip33.wav,Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip1.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip3.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip5.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip6.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip7.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip8.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip9.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip11.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip13.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip16.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip17.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip18.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip21.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip22.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip23.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip24.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip26.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip28.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip29.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip30.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip31.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip32.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip33.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip34.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip35.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip36.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip37.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip38.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip39.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip40.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip41.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip43.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip44.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip47.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip48.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_00_clip49.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip2.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip4.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip10.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip12.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip14.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip15.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip19.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip20.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip25.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip27.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip42.wav",Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip45.wav",Non Violent
"Bodycam Footage of Chaotic Standoff in Albuquerque, New Mexico [6nSQpYYE27k]_SPEAKER_01_clip46.wav",Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_00_clip2.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_00_clip3.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_00_clip6.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_00_clip8.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_00_clip9.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_00_clip12.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip1.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip7.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip22.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip23.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip24.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip25.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip28.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip32.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip33.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip34.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip35.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip37.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip40.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip41.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip44.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip46.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_01_clip48.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip14.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip16.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip18.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip19.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip20.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip21.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip26.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip27.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip29.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip30.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip31.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip42.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip43.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip45.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip47.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip49.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip51.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip52.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip53.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip54.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_02_clip55.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip4.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip5.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip10.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip11.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip13.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip15.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip17.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip36.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip38.wav,Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip39.wav,Non Violent
Bodycam Footage of Chicago Cop Shooting Armed Man Who Was Running Away [735hvJ2yhsA]_SPEAKER_03_clip50.wav,Non Violent
"Bodycam Footage of Cops Shooting Robbery Suspect in Long Beach, California [sn8-Y_M8Gwo]_SPEAKER_00_clip1.wav",Non Violent
"Bodycam Footage of Cops Shooting Robbery Suspect in Long Beach, California [sn8-Y_M8Gwo]_SPEAKER_00_clip4.wav",Non Violent